event_id,year,quarter,date_iso,ordering,title_da,title_en,text_da,text_en,bookmark_title_da,bookmark_title_en,legacy_slug,year_heading_da,year_heading_en,source_id
T1350,1872,1,1872-02-00,2,Februar,February,<p>Nedrivningen af Gjethuset påbegyndes og dermed ombygningen af Det kgl. Teater.</p>,<p>Demolition of Gjethuset commences and hence the rebuilding of the Royal Theatre.</p>,,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1350
T1351,1872,1,1872-02-00,3,Februar,February,<p>Dønninger af Georg Brandes' forelæsninger og polemikken omkring dem når HCA.</p>,<p>HCA hears about the controversy surrounding Georg Brande's lectures.</p>,,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1351
T1352,1872,1,1872-03-00,4,Marts,March,<p>Får formueopgørelse fra Edvard Collin. HCA har 19.824 rdl.</p>,"<p>Receives a statement of his assets from Edvard Collin. HCA has 19,824 rdl.</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1352
T1353,1872,1,1872-03-04,5,,,"<p>Hauch dør i Rom (og begraves på Roms protestantiske kirkegård, hvor også Keats ligger begravet).</p>","<p>Hauch dies in Rome (is buried in the Protestant cemetery there, where also Keats lies buried).</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1353
T1354,1872,1,1872-03-30,6,,,"<p>Udkommer <em>Eventyr og Historier. Ny Samling</em> (""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=181"">Lykken kan ligge i en Pind</a>"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=183"">Kometen</a>"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=177"">Ugedagene</a>"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=182"">Solskins-Historier</a>"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=189"">Oldefa'er</a>"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=176"">Hvem var den Lykkeligste</a>?"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=188"">Lysene</a>"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=190"">Det Utroligste</a>"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=187"">Hvad hele Familien sagde</a>"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=193"">Dandse, dandse Dukke min</a>!"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=192"">Spørg Amagermo'er</a>!"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=194"">Den store Søslange</a>"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=195"">Gartneren og Herskabet</a>"" [førstetryk]). For denne samling kan HCA hæve et honorar på 850 rdl. Hæftet solgtes for 48 sk.</p>","<p>Release of <em>Eventyr og Historier. Ny Samling (Tales and Stories. New Edition)</em> , including: (""Lykken kan ligge i en Pind"" (Luck May Lie in a Pin), ""Kometen"" (The Comet), ""Ugedagene"" (The Days Of the Week <em>),</em> ""Solskins-Historier"" (Sunshine Stories), ""Oldefa'er"" (Great-Grand Father), ""Hvem var den Lykkeligste?"" (Which Was the Happiest?), ""Lysene"" (The Candles), ""Det Utroligste"" (The Most Incredible Thing), ""Hvad hele Familien sagde"" (What the Whole Family Said), ""Dandse, dandse Dukke min!"" (Dance, Dance, Doll of Mine!), ""Spørg Amagermo'er!"" (The Carrot Wedding), ""Den Store Søslange"" (The Great Sea Serpent), ""Gartneren og Herskabet"" (The Gardener and the Noble Family"" [first print]. HCA receives a sum of 850 rdl. for this collection. The booklets cost 48 sk.</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1354
T1355,1872,2,1872-04-07,7,7. - 12. april,7th - 12th April,"<p>På Basnæs som optakt til rejse til Tyskland, Østrig og Italien.</p>","<p>At Basnæs Estate, before commencing the journey to Germany, Austria and Italy.</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1355
T1356,1872,2,1872-04-12,8,,,"<p>Afrejse fra Basnæs. Hans rejsefælle William Bloch støder til i Korsør. Han er inviteret med på rejsen som HCAs gæst. William Bloch, der på dette tidspunkt er 27 år, er en yngre bror til maleren Carl Bloch. Han er cand. jur. og ansat i krigsministeriet og bliver senere sceneinstruktør.<br> Rejsefællerne tager først til Odense, hvor HCA viser William Bloch de gamle steder. Bl.a. viser han ham det sted,</p> <blockquote>""hvor han havde staaet med sin Moder mellem en tæt Skare Mennesker, for at se Fred. 6. og hvor han da, dengang han steg ud af Vognen, havde sagt: 'Aa - det er jo ikke mere end et Menneske!' Hvorpaa Moderen havde tysset paa ham: 'Er Du fra Forstanden, Dreng!'<br> (William Bloch: <em>Paa Rejse med H.C. Andersen.</em> Udgivet posthumt 1942).</blockquote> <p>Episoden fra HCAs barndom minder meget om slutningen på ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=17"">Keiserens nye Klæder</a>"" og kan være det, der ligger bag.<br> Via Hamborg, Hannover, Magdeburg, Leipzig går rejsen til Dresden.</p>","<p>Departure from Basnæs Estate. Meets up with his travelling companion William Bloch in Korsør. Bloch has been invited on the journey as HCA's guest. William Bloch, who at this point is 27 years old, is the younger brother of the painter Carl Bloch. He is a graduate in law and employed by the Ministry of War and later becomes a stage director.<br> The travelling companions go to Odense first, where HCA shows William Bloch the old places. For instance the place;</p> <blockquote> <blockquote> <p>""...where he had stood with his mother in the midst of a crowd of people waiting to see Frederik VI, and had exclaimed, as the king stepped out of the coach: 'Oh - it's just an ordinary person!', whereupon his mother had hushed him: 'Are you out of your mind boy!'<br> (William Bloch: <em>Paa Rejse med H.C. Andersen (Travelling With HCA)</em> . Released posthumously 1942).</p> </blockquote> </blockquote> <p>This episode from HCA's childhood is very similar to the closing in ""The Emperor's New Clothes"" and may indeed be the source of inspiration for the story.<br> The two companions travel via Hamburg, Hannover, Magdeburg, Leipzig and on to Dresden.</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1356
T1357,1872,2,1872-04-20,9,20. - 25. april,20th - 25th April,"<p>I Dresden. Her sammen med de gamle venner, fru Serre og Beaulieu.</p>","<p>In Dresden. Sees his old friends, Mrs Serre and Beaulieu, whilst here.</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1357
T1358,1872,2,1872-04-22,10,,,"<p>HCA og William Bloch besøger Henrik Ibsen,</p> <blockquote>""der bor meget tarveligt [beskedent]. Han modtog os tilsyneladende meget venligt, men jeg tror egentlig, at han helst var fri for vort Besøg""<br> (<em>Paa Rejse med H.C. Andersen</em>).</blockquote>","<p>HCA and William Bloch visit Henrik Ibsen,</p> <blockquote> <p>""who lives very modestly. He seemed very pleased to see us, but I actually believe he would rather we had not come to visit him at all""<br> ( <em>Paa Rejse med H.C. Andersen).</em></p> </blockquote>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1358
T1359,1872,2,1872-04-25,11,,,"<p>Videre til Prag (ophold her 25.-27.), over Brünn til Wien.</p>","<p>On to Prague (staying there from 25th - 27th), then via Brünn to Vienna.</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1359
T1360,1872,2,1872-04-28,12,28. april - 4. maj,28th April - 4th May,<p>I Wien.</p>,<p>In Vienna.</p>,,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1360
T1361,1872,2,1872-05-04,13,,,"<p>Videre over Linz, Salzburg, Kufstein, Innsbruck, Bozen og ind i Italien: Riva ved Gardasøen, Desenzano, Venedig.</p>","<p>On through Linz, Salzburg, Kufstein, Innsbruck, Bozen and into Italy: Riva at Lake Garda, Desenzano, Venice.</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1361
T1362,1872,2,1872-05-05,14,,,"<p>Slaget på Fælleden i København. HCA modtager d. 8 et brev fra fru Melchior, hvori han hører</p> <blockquote>""om stærke Arbeider-Bevægelses [= tumult, oprør] Uhyggelighed hjemme""<br> (dagbogen d. 8.).</blockquote>","<p>A major demonstration takes place in a park in Copenhagen (""Slaget på Fælleden""). HCA receives a letter from Mrs Melchior on the 8th, in which he learns;</p> <blockquote> <blockquote> <p>""of the alarming situation [= rioting, rebellion] with the forceful workers' movement at home"" (the diary, 8th).</p> </blockquote> </blockquote>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1362
T1363,1872,2,1872-05-14,15,14. - 17. maj,14th - 17th May,<p>I Venedig.</p>,<p>In Venice.</p>,,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1363
T1364,1872,2,1872-05-17,16,,,"<p>Fra Venedig over Verona, Bozen, Innsbruck til München.</p>","<p>From Venice to Munich, via Verona, Bozen and Innsbruck.</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1364
T1365,1872,2,1872-05-21,17,21. - 25. maj,21st - 25th May,"<p>I München. Besøger her sin gamle bekendt, kong Max' livlæge Franz Xaver von Gietl og frue.</p>","<p>In Munich. Here HCA visits his old acquaintance, the physician-in-ordinary for King Max, Franz Xaver von Gietl and his wife.</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1365
T1366,1872,2,1872-05-25,18,,,"<p>Fra München over Augsburg, Nürnberg (26.-29.), Hof, Leipzig, Halberstadt, Braunschweig, Haarburg, Hamborg (3.-5. juni), Fredericia, Korsør (her skilles rejsefællerne uden særlig beklagelse fra HCAs side, selv om han meget godt kan lide Bloch) til Basnæs.</p>","<p>Departs Munich, travelling via Augsburg, Nuremberg (26-29th), Hof, Leipzig, Halberstadt, Braunschweig, Haarburg, Hamburg (3-5th June), then Fredericia to Korsør (where the travelling companions go their separate ways, without much regret on HCA's part, although he does like Bloch). HCA continues to Basnæs Estate.</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1366
T1367,1872,2,1872-06-07,19,7. - 13. juni,7th - 13th June,<p>På Basnæs.</p>,<p>At Basnæs.</p>,Jeg var i chokolade,I was made of chocolate,choko,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1367
T1368,1872,2,1872-06-13,20,,,"<p>Tilbage til København. Indlogeres straks på Rolighed (bliver her til 29. juli). Samme dag åbnes Den nordiske Industriudstilling i København. Besøger den d. 17. og konstaterer med ærgrelse, at hans buste ikke er der sammen med de andre poeters, men:</p> <blockquote>""Jeg var i Chokolade, der kunde man jo ogsaa <em>gnave</em> paa mig. -<br> (dagbogen dags dato)"".</blockquote> <p>Juni Carsten Hauchs ""testamentariske"" anbefaling af Georg Brandes til professoratet offentliggøres i Nyt Maanedsskrift.</p>","<p>Return to Copenhagen. Goes straight to Roligheden, the Melchior home (stays here till 29th July). On the same day, the Nordic Industrial Exhibition is opened. HCA goes to see it on 17th and notes with regret that his bust is not there with those of the other poets, but:</p> <blockquote> <p>""I was of chocolate, indeed it was possible to <em>chew</em> on me there.""<br> (the diary, same day).</p> </blockquote> 
<p>Carsten Hauch's ""testamentary"" recommendation of Georg Brandes for a professorship is published in the magazine Nyt Maanedsskrift.</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1368
T1369,1872,3,1872-07-23,21,23. - 25. juli,23rd - 25th July,"<p>Over Helsingør til Hellebæk, hvor han besøger Dagbladets redaktør indtil 1872, C.St.A. Bille på familiens nye landsted, og desuden besøger Collins og Carl Bloch.</p>","<p>Goes via Elsinore to Hellebæk, where he visits C.St.A. Bille, editor of Dagbladet until 1872, at his family's new country home. Also visits the Collins' and Carl Bloch.</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1369
T1370,1872,3,1872-07-29,22,,,<p>Til Henriques på Petershøj.</p>,<p>To the Henriques at Petershøj.</p>,,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1370
T1371,1872,3,1872-08-01,23,1. og 2. august,1st and 2nd August,"<p>Visitter hos familien Brandes. Læser d. 2. sine nyeste historier, bl.a.</p> <blockquote>""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=199"">Tante Tandpine</a>"" højt for Georg og Edvard Brandes, deres mor og et par gæster: ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=199"">Tante Tandpine</a> vakte megen Lystighed, men alle tre Historier tiltalte den unge Kritik""<br> (dagbogen d. 2.).</blockquote>","<p>Visits to the Brandes family. Reads his latest stories on 2nd, e.g.;</p> <blockquote> <p>""Aunty Toothache"" [Tante Tandpine] aloud for Georg and Edvard Brandes, their mother and a couple of guests: everyone found ""Aunty Toothache"" quite amusing, but all three stories were appealing to the young critics""<br> (the diary, 2nd).</p> </blockquote>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1371
T1372,1872,3,1872-08-04,24,,,"<p>Dagbogen beretter:</p> <blockquote>""Igaar og i Dag spadseret med Dr Georg Brandes og talt en Deel, i Dag især om Drømme og Syner""</blockquote> <p>(HCA nedfælder i disse år meget hyppigt sine - ofte mareridtsagtige - drømme i dagbøgerne).</p>","<p>According to the diary:</p> <blockquote> <p>""Went for walks and talked quite a bit with Doctor Georg Brandes yesterday and today, today especially about dreams and visions"".</p> </blockquote> <p>(In the last few years, HCA has frequently described his nightmares in the diaries. They are often nightmarish in character).</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1372
T1373,1872,3,1872-08-05,25,5. - 20. august,5th - 20th August,<p>Igen på Rolighed.</p>,<p>At Rolighed once more.</p>,,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1373
T1374,1872,3,1872-08-07,26,,,<p>Fru Friederike Serre dør.</p>,<p>Mrs Friederike Serre dies.</p>,,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1374
T1375,1872,3,1872-08-14,27,,,<p>Besøger Anna Bjerring hos hendes onkel på Vesterbro.</p>,<p>Visits Anna Bjerring at the home of her uncle in the Vesterbro quarter of Copenhagen.</p>,,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1375
T1376,1872,3,1872-08-20,28,20. august - 2. september,20th August - 2nd September,<p>På Basnæs.</p>,<p>At Basnæs Estate.</p>,,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1376
T1377,1872,3,1872-09-02,29,,,<p>Tilbage i København. Bor nu i sine værelser hos frøken Hallager i Nyhavn 18. Skiftende korte ophold her og på Rolighed.</p>,<p>Return to Copenhagen. HCA now stays in his rooms at Miss Hallager's lodgings in Nyhavn no. 18. Intermittent short stays here and at Rolighed with the Melchiors.</p>,,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1377
T1378,1872,3,1872-09-06,30,,,"<p>Er på 53-års dagen for sin ankomst til København i Tivoli sammen med Scharff, hvor han ser, at hans buste er stillet op</p> <blockquote>""mellem Rækkene af danske udmærkede Mænd""<br> (dagbogen dags dato).</blockquote>","<p>On this the 53rd anniversary of his arrival in Copenhagen, HCA goes to Tivoli with Scharff. Here he sees that his bust has been mounted:</p> <blockquote> <p>""within the line of distinguished Danish Men""<br> (the diary, same day).</p> </blockquote>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1378
T1379,1872,3,1872-09-09,31,,,"<p>Sender sin buste til sin gamle lærer Carstens, der nu bor på Tåsinge.</p>","<p>Sends a bust of himself to his old teacher, Carstens, who now lives on Tåsinge, just south of Funen.</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1379
T1380,1872,3,1872-09-11,32,,,"<p>Grundtvig begraves fra Vor Frelsers Kirke. HCA går ikke med til begravelsen, da han er bange for at komme i trængsel, men ser begravelsestoget fra C.St.A. Billes lejlighed i Løngangsstræde lige over for Vartov.</p>","<p>Grundtvig's funeral service is held at the church named ""Vor Frelsers Kirke"" (The Church of Our Savior). HCA does not attend the funeral, as he is afraid the crowds will be too much for him. But he sees the funeral procession from the apartment of C.St.A. Bille, who lives in Løngangsstræde, just across from Vartov.</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1380
T1381,1872,3,1872-09-22,33,,,"<p>Nicolai Bøgh bringer HCA nogle aviser fra Assens, hvori der er en føljeton: en versificeret gengivelse af ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=66"">Den grimme Ælling</a>"", omskrevet af en 14-årig bondedreng, ""der vogtede Qvæg paa Marken"" (dagbogen dags dato). Drengen er nu ved grosserer Jacob Morescos mellemkomst anbragt i latinskole i København.</p>","<p>Nicolai Bøgh brings HCA some newspapers from Assens. The paper contains a serial story: a versified interpretation of The Ugly Duckling (Den Grimme Ælling), rewritten by a 14 year old son of a farmer, ""who guarded sheep in the field"" (the diary, same day). Subsequently, a merchant named Jacob Moresco sees to it that the boy is placed in a school in Copenhagen (equivalent of a grammar school).</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1381
T1382,1872,4,1872-10-12,34,,,"<p>Læser ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=196"">Hvad gamle Johanne fortalte</a>"" for Georg Brandes, der gerne vil anmelde hans nye samling. (Den anmeldes af Edvard Brandes).</p>","<p>Reads ""Hvad gamle Johanne fortalte"" (What Old Johanne Told) aloud for Georg Brandes, who would like to review his new collection. (It is reviewed by Edvard Brandes).</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1382
T1383,1872,4,1872-10-18,35,,,"<p>Grundstensnedlæggelse for Det kgl. Teaters nye bygning. HCA oprørt over, at teatrets leverandører: forfattere og komponister, ikke har fået pladser tilbudt ved festligheden,</p> <blockquote>""thi de ere just Byggere for det nye Tempel""<br> (dagbogen dags dato).</blockquote>","<p>The laying of the foundation stone for the Royal Theatre's new building. HCA is upset that the suppliers for the theatre, the writers and composers, have not been offered seats at this festive event,</p> <blockquote>""hence precisely they are builders of the new temple!""<br> (the diary, same day)</blockquote>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1383
T1384,1872,4,1872-11-00,36,November og december,November and December,"<p>HCA meget syg. Kongehuset følger hans tilstand ved jævnlige hilsener og forespørgsler, og kronprins Frederik besøger ham. Er stærkt uligevægtig i denne tid, føler sig på randen af sindssyge.</p>","<p>HCA is very ill. The royal family follow his condition closely, frequently sending greetings and making inquiries, and Crown Prince Frederik visits him. HCA is highly unbalanced during this period of time and feels he is on the brink of insanity.</p>",Svær sygdom,Serious Illness,syg,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1384
T1385,1872,4,1872-11-11,37,,,"<p>HCAs formue opgøres til 21.000 rdl., hvoraf de 15.800 står i Sparekassen. Årlig renteindtægter i alt 765 rdl.</p>","<p>HCA's assets amount to 21,000 rdl., of which 15,800 are in a bank account. Yearly interest amounts to 765 rdl.</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1385
T1386,1872,4,1872-11-18,38,,,"<p><em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=626"">Meer end Perler og Guld</a></em> går over scenen på Casino for 100. gang. Det fejres med en prolog til HCA, og prologen modtages med ""stormende Bifald"". Prologen trykkes dagen efter i Dagens Nyheder. HCA havde følt sig for syg til at overvære forestillingen, men hans læge, prof. Emil Hornemann, rådede ham til at gå derhen i stedet for at sidde hjemme og synke ned i selvmedlidenhed. HCAs unge ven, William Bloch går med ham.</p>","<p><em>Meer end Perler og Guld (More Than Pearls and Gold)</em> is staged at the Casino theatre for the 100th time. This is celebrated with a prologue dedicated to HCA, and the prologue ""brings the house down"". It is printed on the following day in the newspaper Dagens Nyheter. HCA had not felt well enough to go and see the performance, but his doctor, Professor Emil Hornemann, advised him to go along instead of sitting at home and wallowing in self-pity. HCA's young friend William Bloch accompanies him.</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1386
T1387,1872,4,1872-11-23,39,,,"<p>Udkommer <em>Nye Eventyr og Historier. Tredie Række. Anden Samling</em> (""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=196"">Hvad gamle Johanne fortalte</a>"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=197"">Portnøglen</a>"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=198"">Krøblingen</a>"", ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=199"">Tante Tandpine</a>"").</p>","<p>Release of <em>Nye Eventyr og Historier. Tredie Række. Anden Samling (New Tales and Stories. Third Series. Second Installment)</em> including ""Hvad gamle Johanne fortalte"" (What Old Johanne Told), ""Portnøglen"" (The Gate Key), ""Krøblingen"" (The Cripple), ""Tante Tandpine"" (Aunty Toothache).</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1387
T1388,1872,4,1872-11-24,40,,,"<p>Trykkes ""Drengen og Hundehvalpen"" i Illustreret Børneblad med en tegning af Lorenz Frølich.</p>","<p>The poem ""Drengen og Hundehvalpen"" (The Boy and the Puppy) is printed in a magazine for children (Illustreret Børneblad), illustrated with a drawing by Lorenz Frøhlich.</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1388
T1389,1872,4,1872-12-00,41,December,December,"<p>Trykkes ""<a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=200"">Loppen og Professoren</a>, et Æventyr"" i Folkekalender for Danmark for 1873 med illustration af Lorenz Frølich.</p>","<p>The story ""Loppen og Professoren, et Æventyr"" (The Flea and the Professor) is printed in a calender (Folkekalender for Danmark for 1873), also illustrated by Lorenz Frøhlich.</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1389
T1390,1872,4,1872-12-09,42,,,"<p>Digteren, politikeren og redaktøren af Fædrelandet Carl Ploug holder i Underofficersforeningen foredrag om HCAs ungdomsliv.</p>","<p>Carl Ploug, poet, politician and editor of the magazine ""Fædrelandet"" (The Fatherland), delivers a lecture concerning the youth of HCA to the Association of the Non-Commisioned Officers.</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1390
T1391,1872,4,1872-12-24,43,,,"<p>Er ved at komme på højkant igen efter den svære sygdomsperiode. Melchiors sørger for, at han får juletræ i sin Nyhavns-lejlighed, og de og William Bloch sørger for, at han får</p> <blockquote>""igrunden en smuk Juleaften, den jeg slet ikke ventede""<br> (dagbogen).</blockquote> <p>Bladene har landet over refereret ivrigt om hans sygdom.</p>","<p>HCA is once more up and about after the period of serious illness. The Melchiors make sure there is a Christmas tree in HCA's apartment in Nyhavn, and they and William Bloch see to it that he has;</p> <blockquote> <p>""...a lovely Christmas Eve, really, one I had not expected at all""<br> (the diary).</p> </blockquote> <p>Across the nation, newspapers have zealously reported on his illness.</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1391
T1392,1872,4,1872-12-27,44,,,<p>Bournonvilles HCA-ballet genoptages i en version forkortet til to akter.<br> <br> </p>,"<p>Bournonville's HCA-ballet is taken up once more, in a version shortened to two acts.</p>",,,,Sygdom og sidste eventyr,Illness and the Last Fairy-tale,1392
T1393,1873,,1873-00-00,1,Dette år (antagelig anden halvdel af året),In this year (presumably in the second half of the year),"<p>Udkommer <em>Contes Danois</em> traduits pour la première fois par MM. Ernest Grégoire & Louis Moland, illustrés d'après les dessins de M. Yan Dargent. Forlaget Garniers Frères, Paris. Der kommer et bind II i 1875 med selvstændig titel og indledning, titlen her er <em>Nouveaux Contes Danois.</em> Bind I rummer sene eventyr og historier, begyndende med ""Isjomfruen"". Bind II er en blanding af tidlige og senere tekster.<br> I sit forord til bind I gør Louis Moland opmærksom på, at fantasierne og det eventyrlige hos HCA altid skjuler ""un sens profond"" eller ""une idée philosophique"" nedenunder, og at eventyrene derfor både er for børn og for voksne.<br> Forordet til bind I følges af en fremstilling af HCAs biografi med citater fra <em>Conte de ma vie</em> (dvs. den tyske selvbiografi fra 1847).<br> I et brev af 5. januar 1874 til Nicolai Bøgh skriver HCA om udgaven, at den er</p> <blockquote>""oversat med Kjærlighed; Indledningen af Moland er interessant og for mig høist smigrende. Billederne [...] udmærke sig ved Naturlighed og Skjønhed; de tiltale strax; kun mit Portrait er mislykket"".</blockquote> <p>I brev af 13. juli 1875 til Henriette Collin kalder HCA (i anledning af bd. II) illustrationerne</p> <blockquote>""de mest verdenssmukke der er givet Eventyrene"".</blockquote>","<p>Release of <em>Contes Danois</em> traduits pour la première fois par MM. Ernest Grégoire & Louis Moland, illustrés d'après les dessins de M. Yan Dargent. The publishers are Garniers Frères, Paris. Volume II appears in 1875 with an independent title and introduction, the title being <em>Nouveaux Contes Danois.</em> Vol. I includes the later fairy-tales and stories, starting with ""Isjomfruen"" (The Ice Maiden). Vol. II is a mixture of earlier and later texts.<br> In the introduction to vol. I, Louis Moland points out that the imagination and the fairy-tales of HCA hide ""un sens profond"" (a sense of the profound) or ""une idée philosophique"" (a philosophical point of view) beneath the surface, and that the tales are therefore for both children and adults.<br> The introduction to vol. I is followed by a presentation of HCA's biography with quotes from <em>Contes de ma vie</em> (i.e. the German autobiography from 1847).<br> In a letter dated 5th January 1874 to Nicolai Bøgh, HCA writes and comments on the edition that it has been:</p> <blockquote> <p>""Translated with much feeling; the introduction by Moland is interesting and for me highly flattering. The pictures [...] are distinguished by naturalness and beauty; they are immediately appealing; only my portrait is a failure"".</p> </blockquote> <p>In a letter dated 13th July 1875 to Henriette Collin (in response to vol. II, HCA describes the illustrations as;</p> <blockquote> <p>""the most beautiful in the world that have ever been given the fairy-tales"".</p> </blockquote>",,,,Sidste udlandsrejse,Final Journey Abroad,1393
T1394,1873,1,1873-01-00,2,Januar,January,<p>Stadig meget svækket af sygdommen.</p>,<p>Still very weak from the illness.</p>,Fortsat sygdom,The illness Continues,syg,Sidste udlandsrejse,Final Journey Abroad,1394
T1395,1873,1,1873-01-30,3,,,"<p>I Casino opføres <em><a href=""http://www.andersen.sdu.dk/vaerk/register/info.html?vid=628"">Ole Lukøie</a></em> (nu i nyindstudering) for 50. gang.</p>",<p>At the Casino theatre <em>Ole Lukøie (Wee Willie Winkie)</em> is performed for the 50th time (now in a new production).</p>,,,,Sidste udlandsrejse,Final Journey Abroad,1395
T1396,1873,1,1873-01-00,4,Januar - februar,January - February,"<p>Af de yngre digtere læser HCA i denne tid med skepsis Ernst von der Recke og med interesse Thomas Lange. Thomas Lange besøger HCA den 23. februar, da han har hørt om, at hans seneste bog, <em>Romantiske Skildringer</em> har været til glæde for HCA under hans sygdom.</p>","<p>Of the younger poets during this period, HCA reads Ernst von der Recke with scepticism and Thomas Lange with interest. Thomas Lange visits HCA on 23rd February, as he has heard that HCA had enjoyed his latest book, <em>Romantiske Skildringer (Romantic Sketches)</em> while he was ill.</p>",,,,Sidste udlandsrejse,Final Journey Abroad,1396
T1397,1873,1,1873-02-16,5,,,<p>Får besøg af kronprins Frederik.</p>,<p>Receives a visit from Crown Prince Frederik.</p>,,,,Sidste udlandsrejse,Final Journey Abroad,1397
T1398,1873,1,1873-02-23,6,23.februar,,<p>Chr. IX og prins Valdemar besøger HCA for at høre til hans befindende.</p>,"<p>King Christian IX and Prince Valdemar visit HCA, wanting to hear how he is feeling.</p>",,,,Sidste udlandsrejse,Final Journey Abroad,1398
T1399,1873,1,1873-02-26,7,,,"<p>Bliver ud fra sine smerter klar over, at han rimeligvis har sygdom i leveren. (Hans læge, Theodor Collin, mener dog, at det bare er ""Vinde i Stor-Tarmen"" (dagbogen) og beordrer kinderpulver og kamillete).<br> Er ellers i denne tid i gang med at forberede sig på en rejse til Schweiz.</p>","<p>Based on the pain, HCA becomes aware that he probably has some kind of problem with his liver. (His doctor, Theodor Collin, thinks, however, it is ""wind in the major intestine"" and prescribes a laxative and camomile tea (the diary)).<br> At this time HCA is otherwise preparing for a journey to Switzerland.</p>",,,,Sidste udlandsrejse,Final Journey Abroad,1399
