entity_id,label,lang,method,confidence
Reg001257,"Fattig Kone med to Børn, der modtager Almisse af en ung Mand (Schidone, Leuchtenberg, München)",da,detector,0.884
Reg001289,"Finis gloriae mundi (Valdés Leal, Caridad, Sevilla)",la,detector,0.689
Reg000637,De fire Menneskealdre (D. C. Blunck),da,detector,0.673
Reg001304,"Flugten til Ægypten (Annibale Carracci, Doria-P., Rom)",da,detector,0.801
Reg001307,"Flugten til Ægypten (L. Carracci, Manfrin, Venezia)",da,detector,0.801
Reg001306,"Flugten til Ægypten (C. Maratti, Leuchtenberg, München)",da,detector,0.801
Reg001305,"Flugten til Ægypten (C. Maratti, Belvedere, Wien)",da,detector,0.801
Reg001308,Flugten til Ægypten (Moritz Retzsch),da,detector,0.801
Reg001309,"Flugten til Ægypten (Tizians Skole?, Fesch, Rom)",da,detector,0.801
Reg001984,"La Fornarina (Giulio Romano, Borghese, Rom)",it,detector_cue,0.289
Reg001987,"La Fornarina (Rafael, Uffizi, Firenze)",it,detector_cue,0.289
Reg001986,"La Fornarina (Rafael, Barberini, Rom)",it,detector_cue,0.289
Reg000703,"Den fortabte Søn (Bonifacio Veronese, Borghese, Rom)",da,detector,0.701
Reg000704,"Den fortabte Søns Hjemkomst (Guercino, Doria-P., Rom)",da,detector,0.758
Reg001353,Fra et romersk Osteri (Carl Bloch)- Skizzen til Billedet foræret H. C. Andersen,da,detector,0.752
Reg002887,"S. Francesco-Freske paa la Porziuncola (Fr. Overbeck, S. Maria degli Angeli ved Assisi)",it,detector_cue,0.386
Reg001383,Fresker j Glyptotheket i München (P. Cornelius),de,detector_cue,0.361
Reg001081,"En Genius (Annibale Carracci), 
se: Apollo in aria",la,detector,0.758
Reg001550,"Helene Fourment (Das Pelzchen) (Rubens, Belvedere, Wien)",de,detector,0.655
Reg000715,"Den hellige Aands Sendelse (Die Ausgiessung des heiligen Geistes). (A. van Dyck, Berlin)",de,detector,0.946
Reg001559,"Henri III af Frankrig møder Dogen Alvise Mocenigo ved Lidoen (A. Vicentino, Doge-Paladset, Venezia)",da,detector,0.843
Reg002043,"Las hijas del Cid (Exposición nacional 1862, Madrid)",es,detector_cue,0.478
Reg001089,"En Hyrde, der blæser paa Fløjte (Murillo, Manfrin, Venezia)",da,detector,0.979
Reg001799,"Jesusbarnet, der sover omgivet af Passionssymboler: Nagler, Tornekrone, Svøber (Guido Reni, M. borbonico, Napoli)",da,detector,0.849
Reg001815,"Johannes den Døbers Halshuggelse (Vallentin de Boullogne, Sciarra, Rom)",da,detector,0.845
Reg001826,"Joseph, som i Søvne formanes af Engelen til at flygte (Raph. Mengs, Belvedere, Wien)",da,detector,0.698
Reg001957,"Kunstnere en Alten i Fincks Kaffehus i München (Wilhelm Bendz, Kunstudstillingen 1833, Hamburg)",da,detector,0.722
Reg001881,Katekisationen i en norsk Landsbykirke (A. Tidemand),da,detector,0.722
Reg001958,"Kvæg paa Engen (P. Potter, Madama, Torino)",da,detector,0.866
Reg002032,"Lampeskærm, dekoreret med Tegninger af Den lille Havfrue, Den uartige Dreng og Ole Lukøie (Elisabeth Jerichau-Baumann)",da,detector,0.955
Reg002046,"Latona paa Flugten med sine Børn (Rubens, Alte P., München)",da,detector,0.682
Reg001099,"En Ligfærd paa Sognefjorden i Norge (H. F. Gude, Göteborg)",da,detector,0.796
Reg002155,"Lille Pige, som med Riset i Haanden lærer Hunden og Dukken at læse (Wilhelm von Kaulbach)",da,detector,0.765
Reg002240,"Madonna del Cardellino (Rafael, Uffizi, Firenze)",it,detector_cue,0.599
Reg002245,"Madonna del divino amore (Rafael, M. borbonico, Napoli)",it,detector_cue,0.551
Reg002241,"Madonna del Granduca (Rafael, Pitti, Firenze)",it,detector_cue,0.435
Reg002242,"Madonna del Rosario (Domenichino, Bologna)",it,detector_cue,0.503
Reg002243,"Madonna del Sacco (Andrea del Sarto, Santissima Annunziata, Firenze)",it,detector_cue,0.572
Reg002248,"Madonna della Tenda (Rafael, Madama, Torino)",it,detector_cue,0.616
Reg002244,"Madonna del Vento (Rafael, Uffizi, Firenze)",it,detector_cue,0.546
Reg002246,"Madonna della Pietà (Guido Reni), 
se: Pietà",it,detector,0.783
Reg002247,"Madonna della Seggiola (Rafael, Pitti, Firenze)",it,detector,0.915
Reg002249,"Madonna di Foligno (Rafael, Vatikanet, Rom)",it,detector_cue,0.514
Reg002250,"Madonna di Monteluce (Giulio Romano og Francesco Penni, Vatikanet, Rom)",it,detector_cue,0.475
Reg002251,"Madonna di S. Sebastiano (Correggio, Dresden)",it,detector_cue,0.393
Reg002256,Madonna med Barnet (D. C. Blunck),sv,detector_cue,0.256
Reg002255,"Madonna med Barnet (Carlo Dolci, Borghese, Rom)",sv,detector_cue,0.256
Reg002257,"Madonna med Barnet (Fr. Francia, Doria-P., Rom)",sv,detector_cue,0.256
Reg002254,Madonna med Barnet (A. Küchler),sv,detector_cue,0.256
Reg002262,"Madonna med Barnet (Michelangelo, Domkirken i Burgos)",sv,detector_cue,0.256
Reg002259,"Madonna med Barnet (Giulio Romano, Uffizi, Firenze)",sv,detector_cue,0.256
Reg002258,"Madonna med Barnet (Giulio Romano, Colonna, Rom)",sv,detector_cue,0.256
Reg002264,"Madonna med Barnet (Murillo, Spada, Rom)",sv,detector_cue,0.256
Reg002263,"Madonna med Barnet (Murillo, Dresden)",sv,detector_cue,0.256
Reg002265,"Madonna med Barnet (Rafael, M. borbonico, Napoli)",sv,detector_cue,0.256
Reg002272,"Madonna med Fisken (Rafael, Prado, Madrid)",sv,detector_cue,0.365
Reg002292,"Mand med en Lygte (Adriaen van Ostade, Uffizi, Firenze)",da,detector,0.729
Reg003089,"St. Michael og Djævelen (P. P. Caruana, Guvernør-Paladset, La Valletta)",da,detector,0.754
Reg002901,"S. Michelina di Pesaro (Baroccio, Vatikanet, Rom)",it,detector_cue,0.237
Reg002436,Moses' Himmelfart (Moses baaret død gennem Luften af Engle) (Joaquín Espalter y Rull),da,detector,0.74
Reg001102,"En Muselmand (Rembrandt, Durazzo, Genova)",nl,detector_cue,0.284
Reg002447,"Mysterierne (Bebudelsen - Kongernes Tilbedelse - Omskærelsen i Templet) (Rafael, Vatikanet, Rom)",da,detector,0.92
Reg000898,Die Mährchenerzählerin (Ed. von Steinle),de,detector,1.0
Reg002487,"Nedtagelsen af Korset (F. Baroccio, Domkirken, Perugia)",da,detector,0.658
Reg002491,"Nedtagelsen af Korset (Perugino, Pitti, Firenze)",da,detector,0.658
Reg002492,"Nedtagelsen af Korset (Rafael, Borghese, Rom)",da,detector,0.658
Reg002493,"Nedtagelsen af Korset (Rafael, Manfrin, Venezia)",da,detector,0.658
Reg002485,"Nedtagelsen af Korset (A. Tiarini, Bologna)",da,detector,0.658
Reg002494,"Nedtagelsen af Korset (Tizian, Manfrin, Venezia)",da,detector,0.658
Reg002488,"Nedtagelsen af Korset (G. Vasari, Doria-P., Rom)",da,detector,0.658
Reg002490,"Nedtagelsen af Korset (P. Veronese, Doria-P., Rom)",da,detector,0.658
Reg002486,"Nedtagelsen af Korset (Daniele da Volterra, Trinità dei Monti, Rom)",da,detector,0.658
Reg002673,"Perdón Dos mio (M. Rodriguez de Guzman, Exposición nacional 1862, Madrid)",es,detector,0.854
Reg002904,"S. Peter føres af Englen ud af Fængslet (Luca della Robbia, Uffizi, Firenze)",da,detector,0.763
Reg002719,"Portræt af en Franciscaner (Rubens, Doria-P., Rom)",da,detector,0.659
Reg002720,"Portræt af hans Fader (Albrecht Dürer, Uffizi, Firenze)",da,detector,0.876
Reg002737,Prinserne Constantin og Georg af Grækenland (Elisabeth Jerichau-Baumann),da,detector,0.809
Reg002768,Rafaels anden Jordefærd (Horace Verner),da,detector,0.764
Reg002795,"Rembrandts Moder (Neeltgen Willemsdochter van Zuytbrouck) (Rembrandt, Belvedere, Wien)",nl,detector,0.895
Reg002857,"Rubens' Skriftefader (Rubens), 
se: Portræt af en Franciskaner",da,detector,0.83
Reg002914,"S. Sebastian (Correggio, Dresden), 
se: Madonna di S. Sebastiano",it,detector_cue,0.615
Reg002987,"Sibylla Samia (Barbieri), 
se: Sibylla Samia (Guercino).",la,detector,0.717
Reg001114,"En Sjæl søger Tilflugt for Djævelen under sin Skytsengels Skjold og Vinger (Domenichino, M. borbonico, Napoli)",da,detector,0.987
Reg003012,"Skabelsen og Syndefaldet, Dommedag og Helvede (Hieronymus Bosch, Berlin)",da,detector,0.894
Reg003067,"Sophonisbe, hvem Massinissa rækker Giftbægeret (Cavaliere Calabrese, Rospigliosi, Rom)",da,detector,0.867
Reg003086,Spurve ved en Lænkehunds Trug (Siegwald Dahl),da,detector,0.868
Reg003172,"Søstorm ved Triest (J. H. Sander, Kunstforeningen, München)",da,detector,0.735
Reg003174,"Søstykke (Anton Melbye), foræret af HCA til Moritz og Dorothea Melchiors Sølvbryllup 17.6.1871",da,detector,0.741
Reg003175,"Søstykke, i Baggrunden Etna (Fr. Thöming)",da,detector,0.709
Reg003191,"Tasso læser sit Digt for Leonora af Este (César Mussini, Accademia, Firenze)",da,detector,0.815
Reg000652,De terugkomst van een Hollandischen vlootvoogd na een zegerijken zeetogt (H. van Hove),nl,detector,0.999
Reg000763,Den trygge Kærlighed (D. C. Blunck),da,detector,0.884
Reg000765,"Den ubesmittede Undfangelse (La lmmaculada Concepción) (Murillo, Academia, Sevilla)",es,detector_cue,0.283
Reg003360,Udsigt fra Højene ved Olevano til den romerske Campagne (Fr. Petzholdt),da,detector,0.75
Reg003361,"Udsigt mod Peterskirken, Rom (J. C. Reinhart, Kunstforeningen, München)",da,detector,0.772
Reg003367,"Ugolino i Fængsel, hans Sønner og Nevøer (Sir Joshua Reynolds, Knole House)",da,detector,0.753
Reg003390,"Urban VIII.s Modtagelse i Gesù-Kirken i Rom (Andrea Sacchi, Sciarra, Rom)",da,detector,0.709
Reg001130,En Valplads Morgenen efter et Slag (J. V. Sonne),da,detector,0.667
Reg003465,"Visión de San Francisco (Murillo, Academia, Sevilla)",es,detector,0.797
Reg003507,Willem I Prins van Oranje door Balthazar Gerards verraderlijk getroffen (J.A. Kruseman),nl,detector,0.975
Reg003690,"Æneas Silvius Piccolominis Historie (Rafael (Ͻ: Pinturicchio), Libreria Piccolomini, Domkirken, Siena)",la,detector,0.824
Reg000185,"Alessandro Farnese, bekranset af Sejrens Gudinde (Ukendt Mester, 16. Aarh., Caserta)",da,detector,0.709
Reg000203,Altertavlen i Slesvig Domkirke (Hans Brüggeman),da,detector,0.659
Reg000218,"Amor, som hvæsser Pile (J. P. Molin)",da,detector,0.895
Reg000248,"Apollo di Belvedere (Vatikanet, Rom)",it,detector_cue,0.41
Reg000247,"Apollo Musagetes (München), 
se: Apollo Citharoedus",la,detector,0.758
Reg001770,"Jacob van Artevelde (Devigne-Quyo, Gent)",nl,detector_cue,0.331
Reg000694,"Den døende Fægter (Den saarede Gladiator, Den saarede Galler). (M. borbonico, Napoli)",da,detector,0.935
Reg000693,"Den døende Fægter (Capitol, Rom)",da,detector,0.991
Reg001319,"Fontana della Barcaccia (Pietro Bernini, Rom)",it,detector,0.724
Reg001317,"Fontana dei Fiumi (Lorenzo Bernini, Rom)",it,detector_cue,0.482
Reg001462,"Gladiatorerne (Nævefægterne, Creugas og Damoxenes) (A. Canova, Vatikanet, Rom)",da,detector,0.884
Reg001488,"Grevinde Christiane Frederikke Moltkes Sarkofag (Johs. Wiedewelt, Karise Kirke)",da,detector,0.907
Reg000592,"Das Gänsemännchen (Pancraz Labenwolf, Nürnberg)",de,detector_cue,0.618
Reg001669,"Hyrde med et saaret Lam (A. D. Chaudet, Leuchtenberg, München)",sv,detector_cue,0.338
Reg001813,"Johannes Døberen, en Skriftklog og en Farisæer (F. Rustici, Baptisteriet, Firenze)",da,detector,0.907
Reg002028,"Lady Frederica Stanhope's Epitafium (Sir Francis Chantrey, St. Botolph's Kirke, Chevening)",la,detector,0.657
Reg002260,Madonna med Barnet (J. N. Byström),sv,detector_cue,0.256
Reg002261,"Madonna med Barnet (Michelangelo, Cappelle Medicee, Firenze)",sv,detector_cue,0.256
Reg002489,Nedtagelsen af Korset (K. G. Qvarnström),da,detector,0.658
Reg002575,"Nøgen lille Pige med en Fugl (Luigi Pampaloni, Pitti, Firenze)",da,detector,0.845
Reg002799,"Retfærdigheden (Thorvaldsen), 
se: Nemesis",da,detector,0.987
Reg003066,Sophie af Sachsen-Weimar-Eisenach (Emil Wolff),de,detector,0.697
Reg003693,"Ærkehertuginde Maria Christina af Østrig’s Gravmæle (Canova, Augustinerkirken, Wien)",da,detector,0.773
Reg003373,Un ballo in maschera (G. Verdi),it,detector_cue,0.277
Reg001970,La Belle Hélène (J. Offenbach)- Se ogsaa: Den skjønne Helene,da,detector,0.666
Reg000345,Berühre nicht die Königinn (X. Boisselot),de,detector,1.0
Reg002055,Le Bouffe et le tailleur (P. Gaveaux),fr,detector,0.859
Reg002057,Le Capitaine Henriot (F. A. Gevaert),fr,detector_cue,0.402
Reg001683,I Capuletti e i Montecchi (V. Bellini),it,detector,0.685
Reg001988,La Generentola (G. Rossini),it,detector_cue,0.481
Reg000474,Chiara di Rosemberg (Luigi Ricci),it,detector_cue,0.199
Reg000500,Christina di Svezia (Jacobo Foroni),it,detector_cue,0.384
Reg000549,Così fan tutte (W. A. Mozart),it,detector,0.726
Reg000553,Crispino e la comare (Luigi og Federico Ricci),it,detector_cue,0.227
Reg001981,La Déesse et le berger (J. Duprato),fr,detector_cue,0.224
Reg002116,Les Deux gentilshommes (J. Cadaux),fr,detector,0.782
Reg001043,El dominó azul (Emilio Arrieta),es,detector_cue,0.311
Reg000976,"Donna Caritea, regina di Spagna (S. Mercadante)",it,detector_cue,0.54
Reg002013,La donna del lago (G. Rossini),it,detector_cue,0.366
Reg001980,La Double échelle (A. Thomas),fr,detector_cue,0.456
Reg001137,"En las arcas del Foro (15.11.1862, Sevilla)",es,detector_cue,0.317
Reg002094,"Le ferriere di Maremma, 
se: Pulcinella condannato",it,detector,0.958
Reg000701,Den flyvende Hollænder (R. Wagner),da,detector,0.993
Reg002015,"La foresta d’Irminsul (Bellini), 
se: Norma",it,detector_cue,0.291
Reg002068,"Le Forfait nocturne (18.1.1863, Tours)",fr,detector_cue,0.641
Reg002016,La forza del destino (G. Verdi),it,detector_cue,0.433
Reg001398,Frère et mari (A. L. Clapisson),fr,detector_cue,0.546
Reg002017,La gazza ladra (G. Rossini)- Se ogsaa: Skaden,it,detector_cue,0.214
Reg001752,Iphigenia i Aulis (C. W. Gluck),la,detector,0.667
Reg001909,Klerkevænget (F. Hérold)- Se ogsaa: Le Pré aux clercs,da,detector,0.774
Reg001960,König und Pächter (Joh. Chr. Lobe),de,detector,0.979
Reg000928,Die letzten Tage Pompejis (F. A. Pabst),de,detector,0.783
Reg002073,Le Mannequin de Bergame (F. J. Fétis),it,detector_cue,0.229
Reg002075,Le Mari de circonstances (C. H. Plantade),fr,detector_cue,0.575
Reg002076,"Le Mari et l'amant, 
se: Le Mari de circonstances",fr,detector_cue,0.613
Reg001720,Il matrimonio segreto (D. Cimarosa),it,detector,0.65
Reg002124,Les Mousquetaires de la Reine (F. Halévy),fr,detector_cue,0.644
Reg000601,Das Mädchen von Elizondo (Pépito) (J. Offenbach),de,detector_cue,0.306
Reg000604,Das Nachtlager in Granada (Konradin Kreutzer),de,detector_cue,0.459
Reg002128,Les Noces de Jeannette (V. Massé),fr,detector_cue,0.328
Reg000798,Der Nordstern (C. Meyerbeer)- Se ogsaa: Nordstjernen,da,detector,0.66
Reg002579,"O, che imbroglio! (N. Tauro)",it,detector_cue,0.642
Reg002622,"Orlando furioso (G. Donizetti), 
se: Il furioso all’isola di S. Domingo",it,detector_cue,0.524
Reg001997,La Part du Diable (D. F. E. Auber),fr,detector_cue,0.301
Reg002086,Le Pré aux clercs (F. Hérold)- Se ogsaa: Klerkevænget,da,detector,0.774
Reg002085,Le Premier jour de bonheur (D. F. E. Auber),fr,detector,0.777
Reg002087,Le Puits d'amour (M. W. Balfe),fr,detector_cue,0.474
Reg002752,Pulcinella condannato alle ferriere di Maremma (D. Pagliani-Gagliardi),it,detector,0.972
Reg002133,Les Rendez-vous bourgeois (Francois Hoffmann),fr,detector,0.754
Reg002821,Roland à Roncevaux (A. Mermet),fr,detector,0.655
Reg002024,La sentinella notturna (S. Agnello),it,detector,0.774
Reg003013,Skaden (G. Rossini)- Se ogsaa: La gazza ladra,it,detector_cue,0.214
Reg000751,Den skjønne Helene (J. Offenbach)- Se ogsaa: La Belle Hélène,da,detector,0.666
Reg001030,Ein Sommernachtstraum (F. Mendelssohn-Bartholdy),de,detector,0.768
Reg002025,La sonnambula (V. Bellini)- Se ogsaa: Søvngjængersken,da,detector,0.666
Reg003117,"Stradella, 
se: Alessandro Stradella",it,detector,0.859
Reg003177,Søvngjængersken (V. Bellini)- Se ogsaa: La sonnambula,da,detector,0.666
Reg002007,"La Tentation, Opéra-Ballet (F. Halévy og C. Gide)",fr,detector,0.775
Reg000766,Den unge hidsige Kone (F. A. Boieldieu),da,detector,0.796
Reg001725,Il ventaglio (P. Raimondi),it,detector_cue,0.627
Reg002010,La Vie parisienne (J. Offenbach),fr,detector_cue,0.625
Reg000172,Agnetes Vuggevise (Agnete og Havfruerne) (N. W. Gade),da,detector,0.72
Reg000223,An den Sonnenschein (R. Schumann),de,detector,0.857
Reg003596,»At kjøre Vatten og kjøre Veed« (norsk Folkevise),da,detector,0.652
Reg000360,"Billeder til Den lille Havfrue, Eventyr af H. C. Andersen, componerede for Piano og Digteren med Høiagtelse tilegnede (op. 3) (Axel Grandjean)",da,detector,0.924
Reg000428,Børnenes Juul (op. 36) (N. W. Gade),da,detector,0.783
Reg000444,Cantate ved Frederik den Syvendes Bisættelse (op. 64b) (J. P. E. Hartmann),da,detector,0.815
Reg000446,Cantate ved Indvielsen af Studenterforeningsbygningen (op. 64a) (J. P. E. Hartmann),da,detector,0.689
Reg003601,»Danmark deiligst Vang og Vænge -« (Poul Rasmussen),da,detector,0.658
Reg003604,»Dannevang ved grønne Bred -« (C. E. F. Weyse),da,detector,0.652
Reg001058,"Elverskud, Ballade efter danske Folkesagn (op. 30) (N. W. Gade)",da,detector,0.782
Reg003623,"»Erindrer De, det var i Kongens Have -« (T'en souviens-tu? disait un capitaine) (Doche)",fr,detector,0.698
Reg003628,"»Freudvoll und leidvoll -« (Hvilken Komposition Fru Nissen-Saloman har sunget til Goethes Digt, kan ikke afgøres)",de,detector,0.672
Reg003631,»God save the Queen« (H. Carey?),en,detector_cue,0.294
Reg003641,»Hyrden græsser sine Faar -« (af: Festen paa KenilPagth) (C. E. F. Weyse),da,detector,0.856
Reg001685,I Høilandene (Im Hochland) (op. 7) (N. W. Gade),da,detector,0.693
Reg003644,»Ich muss nun einmal singen -« (Wilhelm Taubert),de,detector,0.788
Reg003646,"»Jag vet ej, hvarför jag sjunger -« (Wilhelm Taubert)",sv,detector,0.939
Reg000884,Die Jahreszeiten (Jos. Haydn),de,detector,0.973
Reg001857,Jylland (»Jylland mellem tvende Have -«) (P. Heise),da,detector,0.808
Reg001873,Kantate ved Hr. Moritz Melchiors og Fru Dorothea Melchiors Sølvbryllup den 17de Juni 1871 (J. A. Hägg),da,detector,0.651
Reg003649,»Kennst Du das Land -« (J. F. Reichardt),de,detector_cue,0.317
Reg001945,Krigen derovre (»Det var ved Paasketide -«) (N. P. Hillebrandt),da,detector,0.678
Reg003652,"»La donna è mobile« (af: Rigoletto, G. Verdi)",it,detector_cue,0.307
Reg003214,The Last Rose of Summer (irsk Folkevise),en,detector_cue,0.316
Reg002148,Lieder ohne Pagte (F. Mendelssohn-Bartholdy),de,detector_cue,0.641
Reg002449,Märzveilchen (op. 40 nr. 1) (Robert Schumann),de,detector,0.905
Reg000901,Die Neckrose (N. W. Gade),de,detector_cue,0.284
Reg002598,Olav Trygvason (»Brede Seil over Nordsjø gaar -«) (R. Nordraak),da,detector,0.894
Reg002679,Phantasie über »Robert der Teufel« (Franz Liszt),de,detector_cue,0.47
Reg003667,»Schleswig-Holstein meerumschlungen« (Carl Gottlieb Bellmann),de,detector,0.933
Reg002985,"Sex Karakteerstykker, komponerede som Studier for Klaver, med indledende Smaavers af H. C. Andersen (op. 50) (J. P. E. Hartmann)",da,detector,0.738
Reg003062,Sommerfuglen (= Nr. 2 af Sex Karakteerstykker op. 50) (J. P. E. Hartmann),da,detector,0.723
Reg003123,Studenternes Sang ved Thorvaldsens Bisættelse (J. P. E. Hartmann),da,detector,0.651
Reg003170,Sørgemarsch ved Thorvaldsens Bisættelse (J. P. E. Hartmann),da,detector,0.674
Reg003312,Tre Klaverstykker (Mazurka - Largo - Mazurka) (G. Matthison-Hansen),da,detector,0.661
Reg001723,Il trillo di diavolo (G. Tartini),it,detector,0.75
Reg002099,Le vieux soldat (François Riga),fr,detector_cue,0.603
Reg003680,»Vintern rasat ut bland våra fjällar -« (Otto Lindblad),sv,detector,0.762
Reg003526,"Zigeunermärchen, af Goethes Götz von Berlichingen, f. Mezzosopran, Kor og Orkester (J. P. E. Hartmann)",de,detector,0.728
Reg000326,Bellman eller Polskdansen paa Grönalund (A. Bournonville),sv,detector,0.708
Reg000550,"Cracovienne (polsk Dans) (21.3.1846, Teatro grande, Trieste. - 13.6.1849. Kgl. Teater, Stockholm)",fr,detector_cue,0.229
Reg001715,"Il Diavolo in Milano (9.6.1861, Teatro Vittorio Emanuele, Torino)",it,detector,0.906
Reg002093,Le due regine (L. Morosini),it,detector_cue,0.244
Reg001200,Et Eventyr i Billeder (A. Bournonville),da,detector,0.701
Reg001718,Il flauto magico (Gaetano Gioia),it,detector_cue,0.397
Reg001456,"Giuditta regina di Francia (21.9.1833, La Scala, Milano)",it,detector_cue,0.6
Reg000624,"De Hinde in het Bosch, of Het Koningrijk der Toovergodin, Balletpantomime efter La Biche au Bois (A. P. Voitus van Hamme)",nl,detector,0.778
Reg001618,Holberg. Tableau ved Det kgl. Teaters Aabningsforestilling 15.10.1874 (A. Bournonville),da,detector,0.795
Reg001990,La Jolie fille de Gand (J. H. de Saint-Georges og Albert),fr,detector_cue,0.235
Reg002166,Livjægerne paa Amager (A. Bournonville),da,detector,0.964
Reg000839,Des Malers Traumbild (Jules Perrot),de,detector_cue,0.405
Reg002074,Le Marché des innocents (M. Petipa og L. Petipa),fr,detector,0.775
Reg000929,"Die nebelgehüllten Mädchen (24.11.1840, München)",de,detector,1.0
Reg002512,Nina eller den Vanvittige af Kjærlighed (L. J. Milon),da,detector,0.752
Reg001967,"L'orfana di Velberg (9.10.1833, Firenze)",it,detector_cue,0.2
Reg002130,"Les Pas des déesses (29.7.1847, Her Majesty's Theatre, London)",fr,detector,0.707
Reg000930,"Die schöne Arsene oder die neue Amazone (25.5.1834, München)",de,detector,0.735
Reg002005,"La Sourde, 
se: La Source",fr,detector_cue,0.269
Reg002594,Oehlenschläger. Tableau ved Det kgl. Teaters Aabningsforestilling 15.10.1874 (A. Bournonville),da,detector,0.737
